,Unnamed: 0,id_,tweet,d2v_avaliation,entropy
28557,28557,28557,rt @allaboutplus: hochwasser: straßenbahnverkehr über die anna-ebert-brücke in ... http://t.co/l8a5gnyohk,1,0.026768488763444582
28560,28560,28560,"#hochwasser turmschanzenstraße, der deich wird verstärkt. #magdeburg http://t.co/al8xetwref",1,0.15084648009611046
28597,28597,28597,"http://t.co/jt5zcmazdy - unglaublich, hier kommt man auch als oldtimerfan auf seine kosten... #magdeburg #hochwasser #transport",1,0.026768488763444582
29001,29001,29001,...entlang der elbe schüttet es weiter: #hochwasser http://t.co/zgr5ccmkuz,1,0.026768488763444582
29325,29325,29325,"hallo moni. waren heute buckow, während andere an der hochwasserfront kämpfen wurde am schermützelsee gefeuert. blöd http://t.co/tjwg4ujxmr",0,0.026768488763444582
29343,29343,29343,wer auch immer dieses brotpäckchen gemacht hat- es schmeckt vorzüglich! #hochwasser #magdeburg #ostelbien,0,0.026768488763444582
29387,29387,29387,"@pisepampell hallo moni,während andere das hochwasser bekämpfen, wird am schermützelsee gefeiert. komische situation http://t.co/zmk2pv1p0f",0,0.026768488763444582
29494,29494,29494,#fluthelfer! feuerwehr #glücksburg danke! http://t.co/7xdofrywex,1,0.1051156311549938
29503,29503,29503,"ja, sogar lecker vegetarisch! rt @rugullis: wer auch immer dieses brotpäckchen gemacht hat- es schmeckt vorzüglich! #hochwasser #magdeburg",0,0.026768488763444582
29589,29589,29589,scheitel über eine länge von 40 kilometer: der längste jemals in deutschland gemessene hochwasserscheitel http://t.co/fitfuinfgn #hochwasser,0,0.04706448561750405
29788,29788,29788,statt sonntagsspaziergang heute zum deich geradelt.,0,0.12407799133266585
29869,29869,29869,intento de paseito familiar #hochwasser #rhein http://t.co/aut4zxjbtf,1,0.026768488763444582
29949,29949,29949,#fluthelfer #magdeburg http://t.co/vpifh2lu4i,1,0.1051156311549938
29953,29953,29953,pm: neues deutschland: zu bundeswehr im hochwassereinsatz http://t.co/b5naw8a8kx,0,0.026768488763444582
29956,29956,29956,land unter in eppendorf #erz #hochwasser http://t.co/mlhwnkb7sh,1,0.026768488763444582
30086,30086,30086,nehme gerne magdeburger in mein heim auf. #flut #magdeburg,1,0.1051156311549938
30202,30202,30202,unser team! unser deich! #magdeburg #hochwasser http://t.co/qb8rbznagl,1,0.15084648009611046
30530,30530,30530,#hochwasser shows up at this time as trend in munich http://t.co/es4sycgsep,0,0.026768488763444582
30614,30614,30614,"unser deich, halte durch! #hochwasser #magdeburg turmschanzenstraße",1,0.15084648009611046
30670,30670,30670,"bei so einer flutkatastrophe zerren die fernsehsender auch jeden mitarbeiter vor die kamera, der ein mikro richtig herum halten kann.",0,0.1051156311549938
30866,30866,30866,"stau, ich raste aus! a2 kurz vor magdeburg bis zur elbe-brücke. #hochwasser",1,0.026768488763444582
31161,31161,31161,wie vielen bundeswehrgegnern hat die bundeswehr eigentlich mittlerweile das leben gerettet ? #hochwasser,0,0.026768488763444582
31169,31169,31169,in #lostau werden aktuell noch leute für die abwechslung der bereits den ganzen tag arbeitenden helfern gesucht #hochwasser,1,0.026768488763444582
31209,31209,31209,"es ist schon traurig mit dem hochwasser, aber alle brauchen hilfe und dann sendet man hilfe und die leute werden nach hause geschickt fail..",1,0.026768488763444582
31466,31466,31466,als lostauer möchte ich mich bei allen bisherigen helfen bedanken wir brauch jetzt aber noch einige für die aktuell laufenden deichsicherung,1,0.12407799133266585
31629,31629,31629,#sommer#sonne#dresden#nach der #flut http://t.co/auwemk1ro9,0,0.1051156311549938
31683,31683,31683,"@stephanschfers der kommt später, wegen der flutkatastrophe.",0,0.1051156311549938
31724,31724,31724,update: #hochwasser in #lostau http://t.co/v0waih6i3t,1,0.026768488763444582
31731,31731,31731,"@mirellahadd immernoch kritisch, der deich ist es instabil",1,0.12407799133266585
31910,31910,31910,"unser team, unser deich! http://t.co/arkw8ji3gr",1,0.12407799133266585
32080,32080,32080,städtepartnerschaft in schweren zeiten der #flut. hamburger helfertrupp ist zurück aus #dresden. herzlichen dank an alle helfer!!,0,0.1051156311549938
32188,32188,32188,in anbetracht des hochwassers bliebe ich lieber im taunus.,0,0.026768488763444582
32313,32313,32313,"bricht oben ein deich, dann rettet das unten den leuten den hintern. mehr statement für flussauen bedarf es wohl nicht. #jahrhundertflut",0,0.2291936224876597
32352,32352,32352,update #hochwasser #lostau 20.15 uhr: blog: http://t.co/v0waih6i3t foto:http://t.co/exfgu7x0me,1,0.026768488763444582
32428,32428,32428,"@ishtar_ die flut erreicht norddeutschland, tropenfieberprohylaxe",0,0.1051156311549938
32515,32515,32515,bbc news - german dam breaks near magdeburg as hungary floods recede http://t.co/ynvq5axkgr,1,0.1761069445245729
32581,32581,32581,meine tl: game of thrones und hochwasser,0,0.026768488763444582
32627,32627,32627,#hochwasser #magdeburg http://t.co/ybmfao1pf8,1,0.026768488763444582
33278,33278,33278,20.30 uhr #niegripp schleuse: dammbruch - thw und bundeswehr unterwegs - ort droht überflutet zu werden #hochwasser http://t.co/yzadyubsjk,1,0.1318841199184384
33312,33312,33312,wie war nochmal die #hochwasser hilfe seite für #burg/ #niegripp?,0,0.026768488763444582
33354,33354,33354,@mdr_san habt ihr infos über #niegripp ? angeblich soll an der schleuse ein deich gebrochen sein,0,0.12407799133266585
33399,33399,33399,die info über #niegrip ist noch nicht validiert - bitte erst noch abwarten was die offiziellen stellen sagen! #hochwasser,1,0.026768488763444582
33427,33427,33427,hochwasseropfer sind eben nicht systemrelevant.,0,0.026768488763444582
33580,33580,33580,soeben bei #mdr pro geradelter wochen kilometer 10 cent gespendet. 300 km fahrrad gefahren. #hochwasser #spende #mitdemradzurarbeit #aok,0,0.026768488763444582
33756,33756,33756,"zomaar kruispunt in maagdenburg. wijk is leeg, brandweer probeert water terug rivier in te pompen. #hochwasser http://t.co/vuxrtomehq",1,0.026768488763444582
33952,33952,33952,"fahren über eine elbbrücke, unter der alles weiträumig überflutet ist - hauptsache, alle hängen sie mit kameras am fenster.",0,0.1051156311549938
33978,33978,33978,"direkt dazu: heftig, diese ausmaße """"live"""" zu sehen. das ist wirklich negativ beeindruckend. #hochwasser",0,0.026768488763444582
34086,34086,34086,wieder einmal #hochwasser in eppendorf erz durch einen gebrochen deich. http://t.co/xnlupzp4no,1,0.15084648009611046
34140,34140,34140,gefahr: a5 basel richtung karlsruhe zwischen dreieck weil am rhein und as efringen-kirchen gefahr durch überschwemmung 09.06.2013 21:27 - 0,0,0.5
34141,34141,34141,gefahr: bei weil am rhein - gefahr durch überschwemmung. -,0,0.5
34161,34161,34161,"junge menschen, die ganz sicher nicht nur an sich denken. #fluthelfer #hochwasser #magdeburg http://t.co/9o6unjajho",1,0.1318841199184384
34200,34200,34200,der regen in berlin ist im vergleich zu hochwasser in den notstandsgebieten ein scheiß. aber,0,0.026768488763444582
34293,34293,34293,"die sonne geht wieder unter, hunderttausende sandsäcke werden weiter geliefert und an die deiche gebracht #hochwasser http://t.co/phingmvngz",1,0.15084648009611046
34340,34340,34340,"@torbenthiel jau, die werden dann richtung hochwasser (magdeburg?) unterwegs sein.",0,0.026768488763444582
34404,34404,34404,"hochwasser im osten-deutschlands, noch lange nicht besiegt! :/ auch morgen können eltern ihre kinder zuhause lassen.. http://t.co/0dgeeh1zds",0,0.026768488763444582
34629,34629,34629,germany s flooding #gogermany,0,0.1761069445245729
34652,34652,34652,#jauch über die flut,0,0.1051156311549938
34733,34733,34733,dieser #tatort ist zwar schwere kost! jetzt #jauch mit hochwasser!,0,0.026768488763444582
34781,34781,34781,den #soli schnell und unbürokratisch den #hochwasseropfern zukommen lassen!! #flutkatastrophe #hochwasser #wirtschaft #regierung #politik,0,0.15218011677249785
34790,34790,34790,"entschlammen"""" ist für mich übrigens das wort des jahres #hochwasser #passau",0,0.026768488763444582
35072,35072,35072,#hochwasser #flutopfer heute thema bei #güntherjauch mit #albertschwinghammer aus #fischerdorf #deggendorf @daserste,0,0.1318841199184384
35115,35115,35115,reporter beim hochwasser @ndrmv. (@ stadt boizenburg) http://t.co/eazenc9vew,0,0.026768488763444582
35180,35180,35180,"das #hochwasser ist zu früh gekommen, bevor der deich an der donau fertig geworden ist! #jauch",0,0.15084648009611046
35344,35344,35344,"roßwein will kein hochwasserschutz, dann müssen sie hält immer absaufen, aber sollten dann auch auf solitarität verzichten! #jauch",0,0.026768488763444582
35741,35741,35741,@josephmorgan need your help:/ our house was flooded http://t.co/whesrsgoe7,1,0.1761069445245729
35753,35753,35753,històriques inundacions el 2002 i sant tornem-hi aquest 2013. a #güntherjauch es pregunten què no ha fet la política x evitar-ho #hochwasser,0,0.026768488763444582
35790,35790,35790,annahmestelle und reparaturwerkstatt für europaletten #magdeburg #hochwasser @ uni magdeburg g40… http://t.co/o3gzy6qtpt,1,0.026768488763444582
35921,35921,35921,das ist größer als wacken. und besser riechend auch. #bereitschaftsraum #tessenowstrasse #hochwasser http://t.co/mzimxzg2zb,0,0.026768488763444582
35997,35997,35997,schaue mir das hochwasser am fernseher an. schrecklich. und dann gibt es auch noch plünderer. unglaublich. #spiegeltv,0,0.026768488763444582
36080,36080,36080,"dass katrin göring-eckardt bei #jauch eine 6/8- hose trägt, ist ein starkes zeichen dafür, wie nahe den #grünen das #hochwasser geht.",0,0.026768488763444582
36171,36171,36171,"wozu zahle ich rundfunkgebühren, wenn eh jede sondersendung tun #hochwasser mit der floskel """"wann wird s sommer"""" endet? #jauch",0,0.026768488763444582
36358,36358,36358,europe is flooding :s,0,0.1761069445245729
36968,36968,36968,es macht mich traurig was da in meiner heimat passiert :/#magdeburg#hochwasser,0,0.026768488763444582
37406,37406,37406,"sandsäcke legen, schwitzen, und jetzt pause und frieren. doof! #hochwasser #elbe",1,0.026768488763444582
37731,37731,37731,mit angepackt :) #hochwasser #magdeburg #2013 #team #teamwork #germany @ strand an der zollstrasse http://t.co/dzeakxqcw4,1,0.026768488763444582
37820,37820,37820,hm. zur flut fahren und eventuell doch nur im b-raum nichts machen oder hier bleiben? bin mir da gerade extrem uneinig.,0,0.1051156311549938
37900,37900,37900,http://t.co/nxfpmctliu bundeswehr auf dem weinbergcampus #hochwasser #halle,1,0.026768488763444582
38056,38056,38056,"nett, gerade jetzt erhöht der baumarkt max bahr preise für sandsäcke von 0.25€ auf 1.15€ #hochwasser #magdeburg",0,0.026768488763444582
38199,38199,38199,"während de maizière heute da war, mussten wir unsere arbeit übrigens einstellen. #magdeburg #hochwasser http://t.co/ifpgb20vx3",1,0.026768488763444582
38630,38630,38630,"7,24 meter an pegel #strombrücke #magdeburg #hochwasser 100145bjun13",1,0.026768488763444582
38638,38638,38638,"mir ist gar nicht bekannt, ob es vor der wende in der #ddr jemals solche #hochwasser #katastrophen gab. kann mich wer aufklären? #elbe",0,0.026768488763444582
38831,38831,38831,"für die banken sind mal schnell ein paar millionen locker, bei den hochwasser-opfern ruft gauck die bevölkerung zu spenden auf. oo",0,0.026768488763444582
39057,39057,39057,nach nem #mittelwächter ein neuer versuch im kleinsten ruhetag der welt. #hochwasser #rettungswache http://t.co/0yqcsj9s3t,0,0.026768488763444582
39236,39236,39236,"nachtzug cnl 40473 steht ohne lok in hannover. wartet offb auf zugteil aus prag, kann wg hochwasser noch lange dauern.",0,0.026768488763444582
39259,39259,39259,#hochwasser in #schnackenburg so weit das auge reicht. scheitel aber noch nicht vorbeigezogen. #hrareporter http://t.co/cfbmnwt02a,1,0.026768488763444582
39369,39369,39369,mehrere kilometer #hochwasser vor mir in #schnackenburg #hrareporter http://t.co/2iynljo75e,1,0.026768488763444582
39903,39903,39903,"was mich aufregt: menschen, die sich aufregen, weil ihr zug wg. #hochwasser nicht pünktlich fährt.",0,0.026768488763444582
39946,39946,39946,der #ice644 von berlin nach köln/bonn soll übrigens fahren - aktuell aber zehn minuten verspätung. #hochwasser,0,0.026768488763444582
40194,40194,40194,#ice644 von b nach köln/bonn soll mit 70 min. verspätung hannover erreichen. er hat b noch nicht verlassen. #hochwasser,0,0.026768488763444582
40235,40235,40235,@welt von berlin bis hannover plant die bahn aktuell mit 70 minuten verspätung. warte zurzeit auf #ice644. #hochwasser,0,0.026768488763444582
40329,40329,40329,das war knapp: kurz vor der #hochwasser liveschalte fürs #zdf @morgenmagazin hätten wir uns fast festgefahren... http://t.co/j95tkkcotx,0,0.026768488763444582
40342,40342,40342,"#ice644 von berlin nach köln/bonn verspätet sich """"auf unbestimmte zeit"""". #hochwasser",0,0.026768488763444582
40786,40786,40786,"neuer zug, neues glück: #ice944 fährt. #hochwasser",0,0.026768488763444582
40796,40796,40796,zum glück verlasse ich #passau heut über die schiene - gesperrte autobahnen reichen nicht...jetzt erdrutsche/überflutungen auf umleitungen,1,0.1051156311549938
40812,40812,40812,"achso ja, globale erwärmung? immer noch ein klarer mythos. #jahrhundertflut #keinsommer #mehrkühlschränkewegwerfen",0,0.1051156311549938
40916,40916,40916,ice-hopping wg. #hochwasser. (@ berlin hauptbahnhof w/ 13 others) http://t.co/uyv6wyoage,0,0.026768488763444582
40971,40971,40971,"so, der #ice644 soll nun doch fahren. also am hauptbahnhof berlin wieder alle raus aus dem #ice944. #hochwasser",0,0.026768488763444582
41174,41174,41174,lesenswert rt @jochenflasbarth: uba-hochwasserexperte jörg rechenberg zum vorsorgenden hochwasserschutz: http://t.co/mfuegeltfa,0,0.04706448561750405
41706,41706,41706,1-3h delay von #ber in den westen :-( #flutkatastrophe,0,0.1051156311549938
41876,41876,41876,die flut und der mob http://t.co/fz053mht5l,0,0.1051156311549938
42057,42057,42057,guten morgen #lostau #hochwasser,0,0.026768488763444582
42121,42121,42121,floods in magdeburg are devastating completely crippling the city... http://t.co/7b62qcapkn,0,0.1761069445245729
42171,42171,42171,blogupdate tag 7 9.15 uhr #hochwasser in #lostau http://t.co/huke7szcs8,1,0.026768488763444582
42223,42223,42223,blogupdate: nacht tag6 http://t.co/v0waih6i3t #hochwasser # lostau,1,0.026768488763444582
42272,42272,42272,aktuelles foto aus #lostau: 08.30 uhr pegel md strombrücke: 719 cm #hochwasser http://t.co/uv3nkmmciw,1,0.026768488763444582
42279,42279,42279,bundeswehr rückt jetzt aus #lostau richtung #fischbeck ab #hochwasser,1,0.026768488763444582
42536,42536,42536,mal sehen wieviele länder uns jetzt helfen. #hochwasser,0,0.026768488763444582
42542,42542,42542,das zki vom @dlr_de hat gestern eine karte der überfluteten flächen rund um #madeburg und lostau gemacht http://t.co/rldhfxzqmp #hochwasser,1,0.1318841199184384
42595,42595,42595,@mdr_san @ottostadt @magdeburg das dlr zki hat eine karte der überfluteten flächen von gestern gemacht https://t.co/xmrjtuxq1n,1,0.1051156311549938
42797,42797,42797,ein riesen dankeschã–n an alle die helfer die nicht nur in #lostau geholfen haben! samstag waren mind. 1.200 helfer in lostau #hochwasser,0,0.026768488763444582
42853,42853,42853,auf zur #hipsterflood,0,0.1761069445245729
42865,42865,42865,"@justinpollnik @magdeburg ich kann leider aktuell nur aussagen aus lostau geben, soweit ich weis wurde rothensee geflutet",1,0.1051156311549938
42884,42884,42884,aufräumen nach dem hochwasser in halle #halle #hochwasser #flood #saale #germany @ stadtwerke http://t.co/tvw7m4vyrx,0,0.22317143014207694
42908,42908,42908,mal sehen wann ich mit boot zu unseren haus übersetzen kann :-/ #altlostau #hochwasser #lostau,0,0.026768488763444582
43001,43001,43001,volksstimme artikel 1: http://t.co/efoi39f04y und 2: http://t.co/nxvp0rfz1i über #lostau am we #hochwasser,0,0.026768488763444582
43146,43146,43146,endlich zuhause. 15h #hochwasser einsatz. über 15000 sandsäcke bewegt. 750m deich um ca. 40 cm erhöht. http://t.co/ufpnzk3pwu,1,0.15084648009611046
43311,43311,43311,"""@spinosa1967: ich habe gerade geschichte geschrieben - mit einer unterschrift"" ich auch - durch anpacken... #passau #hochwasser",0,0.026768488763444582
43371,43371,43371,@sgt_flower schönen montag @blumenwiesen @eleonorefranz @ellytkhb @mokomokai @artpaulylydia kein hochwasser,0,0.026768488763444582
43414,43414,43414,brötchen für hochwasserhelfer kaufen (at @lidl) http://t.co/hz2brcc4hn,0,0.026768488763444582
43432,43432,43432,@dlr_next @dlr_de in der region magdeburg wird die hochwasserhilfe über social network organisiert: https://t.co/cls55zrshc,1,0.026768488763444582
43471,43471,43471,"oh! sandsack-wall auf dem standstreifen der a9 bei dessau, wasser steht direkt dahinter, da fehlt nicht mehr viel :-o #hochwasser",1,0.3789823778125904
43597,43597,43597,blogupdate tag 7 10.30 uhr: #lostau http://t.co/huke7szcs8 #hochwasser fotos: http://t.co/krwylodrfq,1,0.026768488763444582
43658,43658,43658,"danke auch an die djs an der abfüllstation, die mit musik die motivation aufrecht erhalten. #magdeburg #hochwasser",0,0.026768488763444582
43792,43792,43792,"neues aus dem zug vom zug: #ice644 soll um 11.30 uhr hannover erreichen, also drei std. später als geplant. #hochwasser",0,0.026768488763444582
44025,44025,44025,referent wegen #hochwasser nicht da. außer spesen nichts gewesen. #unitweet http://t.co/gc71h8zmoo,0,0.026768488763444582
44170,44170,44170,"da sind wir wieder voll im #einsatz heute, beim #hochwasser in #bleckede mit der 1. #325 #bundeswehr http://t.co/btcyqa1l2k",1,0.026768488763444582
44302,44302,44302,mit dem #ice644 von ost nach west und ums #hochwasser herum. (@ wolfsburg hauptbahnhof) http://t.co/ahkycue1vn,0,0.026768488763444582
44468,44468,44468,i m at hochwasserbehälter der stadtwerke gießen [pic]: http://t.co/uegl13zx22,0,0.026768488763444582
44570,44570,44570,"hochwasser in monstab, thüringen, deutschland ☔☁🇩🇪🏊 @ mitten im hochwasser http://t.co/qbcrpt8rcl",1,0.04706448561750405
44703,44703,44703,"@missmarple79 ich weis es nicht, aktuell wird der deich nur noch beobachtet, keine sandsäcke mehr daraufgepackt",1,0.12407799133266585
44732,44732,44732,pm: hochwasser: asb sichert gauck-besuch in meißen ab http://t.co/lxupqsrox5,0,0.026768488763444582
44757,44757,44757,in nürnberg wartet mein ice auf mich ... na dann kann ja nix mehr schief gehen #hochwasserkatastrophe,0,0.026768488763444582
45006,45006,45006,aktuelles bild aus #lostau #hochwasser http://t.co/1yzxmdimlb,1,0.026768488763444582
45036,45036,45036,update 12.15 uhr: #hochwasser in #lostau http://t.co/huke7szcs8 fotos: http://t.co/exfgu7x0me #magdeburg,1,0.026768488763444582
45129,45129,45129,meine beiträge der letzten woche und heute zum #hochwasser in #lostau http://t.co/4keevwln4f #altlostau,1,0.026768488763444582
45140,45140,45140,meine beiträge der letzten woche und heute zum #hochwasser in #lostau http://t.co/wbvqtiipqr #altlostau,1,0.026768488763444582
45299,45299,45299,sandsäcke füllen #hochwasser #magdeburg @ bbs ovg am krökentor http://t.co/kzjihki8r3,1,0.026768488763444582
45320,45320,45320,immer mehr feuerwehr fahrzeuge kommen (wieder) in #lostau an - ich check jetzt mal die lage am deich #hochwasser,1,0.15084648009611046
45596,45596,45596,"in #lostau rückt die bundeswehr jetzt komplett ab. die feuerwehren aus möckern, trypena, körbelitz und lostau übernehmen #hochwasser",1,0.026768488763444582
45691,45691,45691,pm: 4.000 euro für flutopfer! bb radio machte aus partymarathon charit ... http://t.co/yo7528u3xg,0,0.1051156311549938
45921,45921,45921,wir würden mit unseren #drk helfern gern beim #hochwasser helfen. leider noch keine anforderung bekommen. entspannung angesagt?,1,0.026768488763444582
45983,45983,45983,@katityxx xd hier ist zurzeit das schlimmste #hochwasser der gesamten stadtgeschichte ^^,0,0.026768488763444582
46018,46018,46018,"schmerzen ohne ende, aber das gefühl zu wissen das man geholfen hat macht s erträglich :) #hochwasser #magdeburg",0,0.026768488763444582
46024,46024,46024,ankunft mit vier stunden verspätung. #hochwasser (@ bielefeld hauptbahnhof) http://t.co/qtq9ix5mec,0,0.026768488763444582
46317,46317,46317,"@wurfschuh leider wird das hochw auch """"missbraucht"""" um schonmal wahlkampf zu betreiben. merkel trägt einen sandsack . man zeigt einsatzber.",0,0.3522138890491458
46592,46592,46592,"bin an der sandsack station,wenn wo anders leute gebraucht einfach sagen. #klemmdaniel",1,0.3522138890491458
46991,46991,46991,wir brauchen paletten! #hipsterflood,1,0.1761069445245729
47003,47003,47003,wasser über wasser in wittenberge. der ice kehrt hier wieder um. #hochwasser,1,0.026768488763444582
47399,47399,47399,schöner kommentar zur germanophoben flutbrigade: http://t.co/kiekpwvxjs,0,0.1051156311549938
47582,47582,47582,rt @macblume: #hochwasser #meissen danke fr. bürgermeisterin wir haben viel gelernt aus 2002! und ... http://t.co/1xt1myqboq,0,0.026768488763444582
47636,47636,47636,wie die elbwiesen stinken... #hochwasser #dresden #tolkewitz,0,0.026768488763444582
47664,47664,47664,wir sind im hochwassereinsatz in lauenburg. dieser sandsackwall muss verbessert und erhöht werden: http://t.co/xgkc9wtake,1,0.3789823778125904
47812,47812,47812,pm: nach der flut: die schäden müssen behoben werden / aktion deutschl ... http://t.co/ccikiabxmz,0,0.1051156311549938
47849,47849,47849,"aha! es heißt nun also nicht mehr """"gaffen"""", sondern """"sich ein bild von der lage machen"""" #hochwasser",0,0.026768488763444582
48275,48275,48275,danke fucking hochwasser!!! 😠😠,0,0.026768488763444582
48388,48388,48388,ich dachte so: geil 25 grad und hochwasser!,0,0.026768488763444582
48401,48401,48401,aber im hochwasser schwamm aufgeweichte pferdescheiße,0,0.026768488763444582
48421,48421,48421,"und jetzt ist das hochwasser weg, das ganze dorf stinkt, die wiesen sind komplett mit einer dünnen schicht aufgeweichter scheiße überzogen.",0,0.026768488763444582
48608,48608,48608,pm: versicherungsschutz bei hochwasserschaden http://t.co/gzetgym9xa,0,0.026768488763444582
49084,49084,49084,pm: hochwasserschäden in baden-württemberg und thüringen http://t.co/6ggo41yys9,0,0.026768488763444582
49101,49101,49101,deichbau mit der 2. fb stormarn (@ wsc lauenburg) http://t.co/4dhvv8qood,1,0.12407799133266585
49591,49591,49591,time to disconnect twitter from facebook. don t want to flood my facebook wall with random twitter ramblings today.see you on the other side,0,0.1761069445245729
49712,49712,49712,"merkel besucht hochwassergebiet, mit anpacken kann die nicht, hat den hellsten anzug an den sie besitzt... #wahlkampf2013",0,0.026768488763444582
49774,49774,49774,"wer nimmt mich mit aufs #deichbrand ? ich kann es nicht mit mir vereinbaren, dass ich auf kein einziges festival dieses jahr fahre :(",0,0.12407799133266585
49833,49833,49833,"oh, da ist ja noch hochwasser.",0,0.026768488763444582
49896,49896,49896,"ich glaube, diese #hochwasser katastrophe hat uns verändert... ich werde sicher andere prioritäten in meinem leben setzen #passau",0,0.026768488763444582
50058,50058,50058,"pm: phoenix-live: aktuelles zur hochwasserlage - dienstag, 11. juni 20 ... http://t.co/plhllidtub",0,0.026768488763444582
50272,50272,50272,ostelbien geht unter -.- #hochwasser,0,0.026768488763444582
50423,50423,50423,#drk helfer aus raum st. wendel angeblich im einsatz geg #hochwasser weiß jemand wer? #wnd #einsatz #saarland,1,0.026768488763444582
50429,50429,50429,pm: hochwasserkatastrophe im norden: nachts zusätzliche radionachricht ... http://t.co/m854b0bbrq,0,0.026768488763444582
50893,50893,50893,zurück aus #altlostau fazit: bei uns stand das #hochwasser 85cm im keller - andere anwohner hast viel stärker getroffen (wohnung geflutet),1,0.1318841199184384
50898,50898,50898,geniesse den rheinblick in #düsseldorf volmerswerth :-) (@ volmerswerther deich) [pic]: http://t.co/wm1jlco3xd,0,0.12407799133266585
50995,50995,50995,einen tag den fluten in #weisen trotzen zusammen mit @heliantje @diablescat @ennolenze war ich am deich #hochwasser http://t.co/qj1lumntny,1,0.25596211125110424
51227,51227,51227,die bilder der elbflut schockieren mich noch immer. hut ab vor allen die dort sind und das durchstehen. ob betroffene oder helfer. respekt!,0,0.1051156311549938
51281,51281,51281,update 17.00 uhr #hochwasser in #lostau http://t.co/huke7szcs8 #altlostau,1,0.026768488763444582
51492,51492,51492,#hochwasser shows up at this time as trend in munich http://t.co/cwm2cklw9p,0,0.026768488763444582
51712,51712,51712,"9,36 meter: helfer müssen elbstraße aufgeben http://t.co/qicdlhfyf6 #hochwasser #asb",1,0.026768488763444582
52098,52098,52098,"i am surprised that there isn t a youtube video yet showing the flooding in germany in slow motion with celine dion s """"my heart will go on"""".",0,0.1761069445245729
52525,52525,52525,hochwasser im #spreewald http://t.co/kofax8p2ry,1,0.026768488763444582
52874,52874,52874,#hohnstorf #hochwasser #flut #elbe @ hohnstorf http://t.co/olotaoz52v,1,0.1318841199184384
53014,53014,53014,haus am see... ähh hochwasser :-( @ h talstraße http://t.co/ewbgoyqx7v,0,0.026768488763444582
53047,53047,53047,irgendwann will ich mal lesen: regierungschef_in x hat den flut/sturm/whatever-opfern bürokratische hilfe zugesagt. einmal nur die wahrheit!,0,0.1051156311549938
53359,53359,53359,der hochwasser pegel in meißen sinkt gott sie dank langsam wieder http://t.co/fpdj6gsy44,1,0.026768488763444582
53362,53362,53362,#pegel #hochwasser http://t.co/wyy1vfe2xy,1,0.026768488763444582
53398,53398,53398,#hochwasser #magdeburg @ die schönsten elbstufen der welt http://t.co/7p5xhm6mvs,1,0.026768488763444582
53967,53967,53967,germany is half flooded #naturaldisaster,0,0.1761069445245729
54110,54110,54110,kann das drama wegen des hochwassers nicht mehr hören.,0,0.026768488763444582
54759,54759,54759,"@_fschueller_ vermutlich die gleichen spinner, die deichsabotage für ein ganz tolles antikapitalistisches zeichen halten. #merkbefreiung",0,0.12407799133266585
54830,54830,54830,@103amf we get used to it slowly... we have terrible floods over here in germany and austria...,0,0.1761069445245729
54849,54849,54849,den @ardde #brennpunkt zum #hochwasser gucken @daserste,0,0.026768488763444582
55042,55042,55042,kämpfen für die elbdörfer!#hochwasser http://t.co/tykjcd3nhl,1,0.026768488763444582
55272,55272,55272,wurde vom hochwasser-chaos der bahn hierher gespült. hamm (westfalen): garnicht mal so schön hier. [pic]: http://t.co/f94vbhq5ly,0,0.026768488763444582
55417,55417,55417,#hochwasser #highwater #weather #rainyweather #rainydayz #rain #clouds #instagood #instagreat… http://t.co/2o7ggrfvt7,0,0.026768488763444582
55470,55470,55470,just call me sandsau #cleanup #flood @ kunstverein talstrasse http://t.co/r9m6kxkwhi,0,0.1761069445245729
55640,55640,55640,ist doch auch mal schön ... hoffe es bleibt so ... #hochwasser #magdeburg http://t.co/ne9v8qexkr,1,0.026768488763444582
56989,56989,56989,dieser gestank vom hochwasser macht mich so aggresiv.,0,0.026768488763444582
57218,57218,57218,heute: damm sichern #hochwasser #thw http://t.co/1rjxx1p1tm,1,0.026768488763444582
57575,57575,57575,hochwasser (@ deutsches eck) http://t.co/y5a6kvnpbh,0,0.026768488763444582
57820,57820,57820,tag 2 in #lüchow #dannenberg: unsere kameraden kämpfen noch immer unermüdlich gegen die #flut - der #löschzug sagt: #danke jungs!!!,1,0.1051156311549938
59036,59036,59036,samstag noch in #dresden #hochwasser und heute schon wieder auf #arbeit in #frankfurt #uniklinik,0,0.026768488763444582
59401,59401,59401,@josephmorgan need your help:/ our house was flooded http://t.co/0qrwxofdhi,1,0.1761069445245729
60229,60229,60229,in china ist ein sandsack umgefallen.,0,0.3522138890491458
